"ref_area","ref_area.label","source","source.label","indicator","indicator.label","sex","sex.label","classif1","classif1.label","classif2","classif2.label","time","obs_value","obs_status","obs_status.label","note_classif.label","note_indicator.label","note_source.label","ilo_sample_count","ACRO","freq_code","latest_period","best_source","MAPPING"
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_TOTAL","Nature of job: Total","2022",3384.96630861259,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",54633,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2022",2811.23797153616,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",44510,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2022",573.728337076426,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",10123,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_TOTAL","Nature of job: Total","2022",2996.99019575572,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",52276,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2022",2607.66730530095,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",44576,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2022",389.322890454769,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",7700,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_TOTAL","Nature of job: Total","2022",4.3186047334671,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",84,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2022",3.71708080387115,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",73,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2022",0.601523929595947,"U","Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",11,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_TOTAL","Nature of job: Total","2022",2992.67159102225,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",52192,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2022",2603.95022449708,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",44503,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2022",388.721366525173,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",7689,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_TOTAL","Nature of job: Total","2019",5622.10506779408,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",106103,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2019",4581.68097537291,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",84835,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2019",1040.42409242117,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",21268,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_TOTAL","Nature of job: Total","2019",29.5172837543488,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",664,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2019",24.0790394706726,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",551,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2019",5.43824428367615,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",113,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_TOTAL","Nature of job: Total","2019",5592.58778403974,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",105439,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2019",4557.60193590224,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",84284,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2019",1034.9858481375,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",21155,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_TOTAL","Nature of job: Total","2019",3059.93011375809,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",56686,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2019",2449.12628577924,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",44486,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2019",610.803827978849,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",12200,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_TOTAL","Nature of job: Total","2019",24.4728366389275,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",555,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2019",20.0453671522141,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",463,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2019",4.42746948671341,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",92,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_TOTAL","Nature of job: Total","2019",3035.45727711916,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",56131,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2019",2429.08091862702,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",44023,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2019",606.376358492136,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",12108,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_TOTAL","Nature of job: Total","2019",2562.174954036,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",49417,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2019",2132.55468959367,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",40349,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2019",429.620264442325,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",9068,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_TOTAL","Nature of job: Total","2019",5.0444471154213,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",109,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2019",4.03367231845856,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",88,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2019",1.01077479696274,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",21,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_TOTAL","Nature of job: Total","2019",2557.13050692058,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",49308,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2019",2128.52101727521,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",40261,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2019",428.609489645362,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",9047,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_TOTAL","Nature of job: Total","2018",5365.98404591894,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",111391,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2018",4330.39819793272,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",88038,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2018",1035.58584798622,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",23353,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_TOTAL","Nature of job: Total","2018",30.5760115642548,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",716,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2018",22.9340643796921,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",546,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2018",7.64194718456268,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",170,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_TOTAL","Nature of job: Total","2018",5335.40803435469,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",110675,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2018",4307.46413355303,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",87492,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2018",1027.94390080166,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",23183,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_TOTAL","Nature of job: Total","2018",2914.81399130964,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",61393,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2018",2302.21217887354,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",47555,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2018",612.601812436104,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",13838,"ECE","M",,1,
"BOL","Bolivia (Plurinational State of)","BA:74","BOL - LFS - Continuous Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_TOTAL","Nature of job: Total","2018",24.781812980175,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",594,"ECE","M",,1,
